,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,3408,USDC,USDC,usd-coin,20956,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34052727956.701244,34052727956.701244,False,,6,,,,2024-07-15T08:00:00.000Z,0.99999834656014,5157661229.140739,32.1748,-0.00718035,-0.03391255,-0.01212589,-0.00031203,0.0018149,-0.00076125,34052671652.5635,1.4775,34052671652.56,,2024-07-15T08:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-15 13:32:57.945270
6,52,XRP,XRP,xrp,1352,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,7,,,,2024-07-15T08:01:00.000Z,0.5307846094434273,1541772350.9469135,-41.7679,0.26919326,0.84327216,25.55274089,10.94649221,1.90919192,6.40044258,29620615317.034184,1.2852,53078460944.34,,2024-07-15T08:01:00.000Z,,,,,,2024-07-15 13:32:57.945270
7,11419,Toncoin,TON,toncoin,458,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2506950322.5056515,5109001280.195134,True,,8,3414166606.0,25724856356.426872,,2024-07-15T08:00:00.000Z,7.534739608552914,198472941.23183945,15.3092,0.29839935,2.57160903,5.63459911,-6.29012122,11.92673561,18.44434542,18889217891.657833,0.8196,38494994306.03,,2024-07-15T08:00:00.000Z,,,,,,2024-07-15 13:32:57.945270
8,74,Dogecoin,DOGE,dogecoin,1022,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145122826383.7052,145122826383.7052,True,,9,,,,2024-07-15T08:01:00.000Z,0.11880599933941027,582927966.8526295,-2.3724,0.02348934,4.46689762,14.01102928,-12.78009312,-23.89403208,-24.47974976,17241462415.47583,0.7481,17241462415.48,,2024-07-15T08:01:00.000Z,,,,,,2024-07-15 13:32:57.945270
9,2010,Cardano,ADA,cardano,1212,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35881010640.501,37048613783.371,False,,10,,,,2024-07-15T08:00:00.000Z,0.43845523551376936,375904446.6479187,-3.49,-0.54481939,1.77063315,24.96157134,6.5077918,-4.17011053,-7.21207803,15732216970.85293,0.6826,19730485598.12,,2024-07-15T08:00:00.000Z,,,,,,2024-07-15 13:32:57.945270
10,1958,TRON,TRX,tron,999,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87122817531.52446,87122888780.67778,True,,11,71659659264.0,9918926319.071978,,2024-07-15T08:00:00.000Z,0.13841715716969638,284650111.1849056,-16.8323,-0.23347479,0.2519746,11.04565454,19.60470786,10.87166449,24.05758428,12059292727.3278,0.5232,12059302589.43,,2024-07-15T08:00:00.000Z,,,,,,2024-07-15 13:32:57.945270
11,5805,Avalanche,AVAX,avalanche,751,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394492113.6224957,443838483.6224957,False,,12,,,,2024-07-15T08:00:00.000Z,27.164034339740827,263489880.46204886,-11.0454,0.4988104,4.18171393,5.8765068,-10.56156208,-21.86854475,-23.86629445,10715997321.198414,0.465,19442622781.54,,2024-07-15T08:00:00.000Z,,,,,,2024-07-15 13:32:57.945270
12,5994,Shiba Inu,SHIB,shiba-inu,844,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270744583290.5,589519213187356.2,False,,13,,,,2024-07-15T08:00:00.000Z,1.8141780349899466e-05,260132738.34677896,-1.7539,-0.0548633,3.679352,13.44398504,-12.16187699,-29.11919504,-16.92842932,10690420414.851767,0.464,10694928077.69,,2024-07-15T08:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-15 13:32:57.945270
13,6636,Polkadot,DOT,polkadot-new,792,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1468888773.7127333,9561601888.208971,,2024-07-15T08:00:00.000Z,6.509411780744475,176568510.76616713,42.6006,0.11575195,4.37073806,9.65385585,4.75090315,-6.42003754,-3.7563157,9360231006.309805,0.4061,9360231006.31,,2024-07-15T08:00:00.000Z,,,,,,2024-07-15 13:32:57.945270
14,1975,Chainlink,LINK,chainlink,1814,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-15T08:00:00.000Z,13.841902404429765,295970426.8141207,18.8353,0.42470131,5.64530346,9.83729136,-7.9019238,-0.75982103,1.11072604,8417260443.144097,0.3652,13841902404.43,,2024-07-15T08:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-15 13:32:57.945270
0,1,Bitcoin,BTC,bitcoin,11598,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19725837.0,19725837.0,False,,1,,,,2024-07-15T10:02:00.000Z,62675.59952479482,27462554776.37373,28.2945,-0.27869442,4.03313825,9.12645158,-5.32184185,-5.46287252,-0.91291688,1236328660103.3801,53.7863,1316187590020.69,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.601471
1,1027,Ethereum,ETH,ethereum,9133,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120217949.15020639,120217949.15020639,True,,2,,,,2024-07-15T10:01:00.000Z,3352.157587991802,13154891009.819365,32.3644,0.04282096,4.26716173,9.84721049,-5.02847916,11.39409169,8.85548092,402989510456.67694,17.532,402989510456.68,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
2,825,Tether USDt,USDT,tether,91573,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112536925458.19319,116072162581.85667,True,,3,,,,2024-07-15T10:01:00.000Z,1.0004293214603355,48706692339.20158,20.5078,-0.00857773,0.00809984,0.02829775,0.11332438,0.04677856,0.00489424,112585239975.37257,4.898,116121994852.2,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-15 15:33:06.601471
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582228.38367718,147582228.38367718,False,,4,,,,2024-07-15T10:01:00.000Z,561.5676418982247,1671251842.9070468,9.5248,0.17761907,4.20531882,9.32501322,-7.46388183,-3.6489971,2.84834595,82877403979.50684,3.6056,82877403979.51,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
4,5426,Solana,SOL,solana,701,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464072932.66432446,580137125.0304425,True,,5,,,,2024-07-15T10:01:00.000Z,152.31077164915087,2048220204.0462682,15.0409,-0.32016756,3.85688221,9.0902943,6.1141964,-7.24738113,12.0074102,70683306475.58769,3.0751,88361133175.71,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
5,3408,USDC,USDC,usd-coin,20956,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34029938492.885036,34029938492.885036,False,,6,,,,2024-07-15T10:01:00.000Z,0.9999318674164447,5388000410.71821,36.6094,-0.01999969,-0.00550255,-0.02366809,0.0018571,0.00382016,-0.01256029,34027619945.257286,1.4804,34027619945.26,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-15 15:33:06.601471
6,52,XRP,XRP,xrp,1352,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,7,,,,2024-07-15T10:02:00.000Z,0.5311358287524931,1460601327.4072313,-45.3111,0.33954556,0.43815002,22.45046418,10.89011983,2.23133208,7.66511039,29640215229.806072,1.2905,53113582875.25,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.601471
7,11419,Toncoin,TON,toncoin,458,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2506961981.5663543,5109012939.655829,True,,8,3414166606.0,25503891550.629433,,2024-07-15T10:01:00.000Z,7.470019625231327,198562944.18145004,20.232,-0.58551816,1.16026078,3.60713872,-7.26875588,12.88822871,20.00617986,18727055202.009483,0.8147,38164426924.79,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
8,74,Dogecoin,DOGE,dogecoin,1022,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145123976383.70526,145123976383.70526,True,,9,,,,2024-07-15T10:02:00.000Z,0.11788846016006642,624029654.8233005,4.8748,-0.54847629,3.38528817,8.10464266,-13.57613872,-24.33549499,-24.31724876,17108442108.180857,0.7449,17108442108.18,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.601471
9,2010,Cardano,ADA,cardano,1212,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35881010071.953,37048613783.371,False,,10,,,,2024-07-15T10:01:00.000Z,0.43598211900558825,365721135.282356,-8.8066,-0.36293908,0.21247734,16.4082997,6.12083525,-4.53052702,-6.94110342,15643478803.230925,0.6806,19619195355.25,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
10,1958,TRON,TRX,tron,999,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87121634270.02861,87121689035.65196,True,,11,71659659264.0,9893625505.369453,,2024-07-15T10:01:00.000Z,0.13806408803760195,290949623.98514116,-13.8229,-0.3456518,-0.22000243,9.95770127,19.9749114,10.7585882,23.99033948,12028368983.836988,0.5233,12028376545.0,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
11,5805,Avalanche,AVAX,avalanche,751,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394492484.32476187,443838854.32476187,False,,12,,,,2024-07-15T10:01:00.000Z,26.903337547739653,272399114.9103864,-5.566,-0.45143486,2.41465726,0.91583398,-11.00328751,-22.96311239,-23.43125182,10613164465.835463,0.4617,19256029386.62,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.601471
12,5994,Shiba Inu,SHIB,shiba-inu,844,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270744240455.8,589519212844521.4,False,,13,,,,2024-07-15T10:01:00.000Z,1.7921322829231687e-05,266533168.4409434,2.3203,-1.08598835,2.77759644,7.18883012,-13.31313535,-29.4960067,-16.93608444,10560511241.354826,0.4594,10564964127.42,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-15 15:33:06.601471
13,6636,Polkadot,DOT,polkadot-new,792,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1468891470.3945215,9351571927.398611,,2024-07-15T10:02:00.000Z,6.366414480497272,192550778.8774464,50.7306,-1.05166217,1.05873221,3.31734772,2.76236213,-8.33757537,-5.27160226,9154607547.742956,0.3986,9154607547.74,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.601471
14,1975,Chainlink,LINK,chainlink,1814,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-15T10:01:00.000Z,13.851501616296156,290828531.19059956,10.7374,0.38610712,4.46081898,3.51253559,-7.30431744,-0.25479516,2.3341451,8423097723.596419,0.3664,13851501616.3,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-15 15:33:06.601471
0,1,Bitcoin,BTC,bitcoin,11598,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19725837.0,19725837.0,False,,1,,,,2024-07-15T10:02:00.000Z,62675.59952479482,27462554776.37373,28.2945,-0.27869442,4.03313825,9.12645158,-5.32184185,-5.46287252,-0.91291688,1236328660103.3801,53.7863,1316187590020.69,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.919160
1,1027,Ethereum,ETH,ethereum,9133,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120217949.15020639,120217949.15020639,True,,2,,,,2024-07-15T10:01:00.000Z,3352.157587991802,13154891009.819365,32.3644,0.04282096,4.26716173,9.84721049,-5.02847916,11.39409169,8.85548092,402989510456.67694,17.532,402989510456.68,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
2,825,Tether USDt,USDT,tether,91573,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112536925458.19319,116072162581.85667,True,,3,,,,2024-07-15T10:01:00.000Z,1.0004293214603355,48706692339.20158,20.5078,-0.00857773,0.00809984,0.02829775,0.11332438,0.04677856,0.00489424,112585239975.37257,4.898,116121994852.2,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-15 15:33:06.919160
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582228.38367718,147582228.38367718,False,,4,,,,2024-07-15T10:01:00.000Z,561.5676418982247,1671251842.9070468,9.5248,0.17761907,4.20531882,9.32501322,-7.46388183,-3.6489971,2.84834595,82877403979.50684,3.6056,82877403979.51,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
4,5426,Solana,SOL,solana,701,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464072932.66432446,580137125.0304425,True,,5,,,,2024-07-15T10:01:00.000Z,152.31077164915087,2048220204.0462682,15.0409,-0.32016756,3.85688221,9.0902943,6.1141964,-7.24738113,12.0074102,70683306475.58769,3.0751,88361133175.71,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
5,3408,USDC,USDC,usd-coin,20956,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,34029938492.885036,34029938492.885036,False,,6,,,,2024-07-15T10:01:00.000Z,0.9999318674164447,5388000410.71821,36.6094,-0.01999969,-0.00550255,-0.02366809,0.0018571,0.00382016,-0.01256029,34027619945.257286,1.4804,34027619945.26,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-15 15:33:06.919160
6,52,XRP,XRP,xrp,1352,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,7,,,,2024-07-15T10:02:00.000Z,0.5311358287524931,1460601327.4072313,-45.3111,0.33954556,0.43815002,22.45046418,10.89011983,2.23133208,7.66511039,29640215229.806072,1.2905,53113582875.25,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.919160
7,11419,Toncoin,TON,toncoin,458,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2506961981.5663543,5109012939.655829,True,,8,3414166606.0,25503891550.629433,,2024-07-15T10:01:00.000Z,7.470019625231327,198562944.18145004,20.232,-0.58551816,1.16026078,3.60713872,-7.26875588,12.88822871,20.00617986,18727055202.009483,0.8147,38164426924.79,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
8,74,Dogecoin,DOGE,dogecoin,1022,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145123976383.70526,145123976383.70526,True,,9,,,,2024-07-15T10:02:00.000Z,0.11788846016006642,624029654.8233005,4.8748,-0.54847629,3.38528817,8.10464266,-13.57613872,-24.33549499,-24.31724876,17108442108.180857,0.7449,17108442108.18,,2024-07-15T10:02:00.000Z,,,,,,2024-07-15 15:33:06.919160
9,2010,Cardano,ADA,cardano,1212,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35881010071.953,37048613783.371,False,,10,,,,2024-07-15T10:01:00.000Z,0.43598211900558825,365721135.282356,-8.8066,-0.36293908,0.21247734,16.4082997,6.12083525,-4.53052702,-6.94110342,15643478803.230925,0.6806,19619195355.25,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
10,1958,TRON,TRX,tron,999,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87121634270.02861,87121689035.65196,True,,11,71659659264.0,9893625505.369453,,2024-07-15T10:01:00.000Z,0.13806408803760195,290949623.98514116,-13.8229,-0.3456518,-0.22000243,9.95770127,19.9749114,10.7585882,23.99033948,12028368983.836988,0.5233,12028376545.0,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
11,5805,Avalanche,AVAX,avalanche,751,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394492484.32476187,443838854.32476187,False,,12,,,,2024-07-15T10:01:00.000Z,26.903337547739653,272399114.9103864,-5.566,-0.45143486,2.41465726,0.91583398,-11.00328751,-22.96311239,-23.43125182,10613164465.835463,0.4617,19256029386.62,,2024-07-15T10:01:00.000Z,,,,,,2024-07-15 15:33:06.919160
12,5994,Shiba Inu,SHIB,shiba-inu,844,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270744240455.8,589519212844521.4,False,,13,,,,2024-07-15T10:01:00.000Z,1.7921322829231687e-05,266533168.4409434,2.3203,-1.08598835,2.77759644,7.18883012,-13.31313535,-29.4960067,-16.93608444,10560511241.354826,0.4594,10564964127.42,,2024-07-15T10:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-15 15:33:06.919160
